for_group_code,for_group_label,leiden_main_field_id,leiden_main_field_label,is_primary,share,n_rows,match_method
5109,Space sciences,3,Physical sciences and engineering,True,0.667,21,derived_empirical
5109,Space sciences,1,Social sciences and humanities,False,0.143,21,derived_empirical
5110,Synchrotrons and accelerators,3,Physical sciences and engineering,True,1.0,2,derived_empirical
5199,Other physical sciences,3,Physical sciences and engineering,True,1.0,1,derived_empirical
5201,Applied and developmental psychology,1,Social sciences and humanities,True,0.857,7,derived_empirical
5201,Applied and developmental psychology,2,Biomedical and health sciences,False,0.143,7,derived_empirical
5202,Biological psychology,1,Social sciences and humanities,True,1.0,1,derived_empirical
5203,Clinical and health psychology,2,Biomedical and health sciences,False,0.4,35,derived_empirical
5203,Clinical and health psychology,1,Social sciences and humanities,True,0.6,35,derived_empirical
5204,Cognitive and computational psychology,2,Biomedical and health sciences,False,0.19,21,derived_empirical
5204,Cognitive and computational psychology,5,Mathematics and computer science,False,0.048,21,derived_empirical
5204,Cognitive and computational psychology,1,Social sciences and humanities,True,0.762,21,derived_empirical
5205,Social and personality psychology,2,Biomedical and health sciences,False,0.067,45,derived_empirical
5205,Social and personality psychology,4,Life and earth sciences,False,0.022,45,derived_empirical
5205,Social and personality psychology,1,Social sciences and humanities,True,0.822,45,derived_empirical
5205,Social and personality psychology,5,Mathematics and computer science,False,0.089,45,derived_empirical
5299,Other psychology,1,Social sciences and humanities,True,1.0,1,derived_empirical
